Id_AFAD,Year,Month,Day,Hour,Min,Sec,Ev_Lat,Ev_Lon,Ev_Depth,Ml,StdMl,Rms,Erh,Erz,Gap,Np,Ns,Ntot,CovX,CovY,CovZ,CovT
543826,2023,2,6,22,57,53.38,37.3788,36.892,12.69,3.55,0.24,0.22,1,0.9,83,17,14,31,0.4,0.6,0.7,1
543827,2023,2,6,23,1,57.2,38.228,37.7837,32.48,3.65,0.27,0.47,2.5,4.6,105,11,9,20,2.4,3.7,21.6,22
543828,2023,2,6,23,5,24.23,38.0762,37.3567,6.01,3.19,0.35,0.3,1.8,3.4,114,13,7,20,2.4,0.7,11.3,11.6
543832,2023,2,6,23,13,28.65,38.0198,37.4518,7.99,4.34,0.17,0.57,1.4,3.8,83,16,14,30,1.3,0.5,14.4,14.5
543833,2023,2,6,23,17,11.61,38.034,36.5345,19.02,3.79,0.17,0.39,1.2,0.8,97,15,11,26,0.8,0.6,0.6,1.1
543835,2023,2,6,23,21,7.53,38.2702,37.135,3.79,3.95,0.21,0.38,1.2,1.2,108,14,11,25,0.5,1,1.5,1.9
543842,2023,2,6,23,49,55.73,36.226,36.0872,9.52,3.54,0.28,0.35,1.2,1.1,118,13,9,22,1,0.5,1.2,1.7
543843,2023,2,6,23,54,15.36,38.0873,36.6658,15.17,4.02,0.16,0.34,1.2,2,97,11,14,25,0.7,0.8,4,4.1
543844,2023,2,6,23,56,2.44,37.9947,37.4798,17,3.9,0.15,0.35,1.3,2.5,75,14,14,28,1.1,0.6,6.3,6.4
543845,2023,2,7,0,1,1.09,37.4857,37.182,9.38,3.89,0.14,0.18,0.9,0.4,79,17,13,30,0.4,0.4,0.2,0.6
547722,2023,2,7,0,3,45.14,38.3405,37.3023,9.97,3.74,0.25,0.21,1.5,3.2,131,12,8,20,0.9,1.2,10.4,10.5
543846,2023,2,7,0,5,39.69,36.3497,36.2903,5.37,3.92,0.23,0.24,0.8,1.9,92,15,9,24,0.3,0.4,3.5,3.5
547729,2023,2,7,0,9,37.94,36.9852,36.2388,6.36,3.3,0.21,0.35,0.9,1.7,63,16,14,30,0.4,0.4,2.8,2.9
543849,2023,2,7,0,11,33.83,37.8428,37.8145,16.01,3.49,0.3,0.42,1.4,3.4,96,13,13,26,1,0.9,11.6,11.6
543850,2023,2,7,0,12,18.91,38.0395,36.5628,14.27,4.01,0.18,0.29,1.1,1,90,18,13,31,0.7,0.4,1,1.3
543851,2023,2,7,0,15,20.11,37.3198,36.8175,11.11,3.95,0.21,0.25,1,0.5,43,21,12,33,0.2,0.7,0.3,0.8
543863,2023,2,7,0,17,56.36,38.1098,36.5702,4.03,3.71,0.13,0.29,1.1,1.4,89,20,16,36,0.9,0.3,2,2.2
543853,2023,2,7,0,20,15.49,37.8695,36.6277,6.38,4.14,0.31,0.38,1.2,2.4,148,19,12,31,0.8,0.7,5.7,5.7
543855,2023,2,7,0,23,44.6,38.0593,36.5842,15.02,4.32,0.2,0.42,1.2,4.2,107,16,13,29,0.8,0.6,18,18
547743,2023,2,7,0,26,20.67,38.152,36.7052,7.99,4.2,0.12,0.22,1,1.9,112,10,10,20,0.7,0.3,3.7,3.7
543858,2023,2,7,0,26,20.66,38.1465,36.698,6.31,4.06,0.17,0.29,0.8,1.5,98,19,17,36,0.4,0.3,2.2,2.3
543859,2023,2,7,0,29,14.73,37.5208,37.1558,10.64,4,0.2,0.19,0.8,0.8,80,17,14,31,0.3,0.3,0.6,0.8
543856,2023,2,7,0,36,29.07,38.0438,36.5575,8.07,3.84,0.2,0.22,0.9,1.7,89,16,10,26,0.5,0.2,2.8,2.9
543861,2023,2,7,0,38,15,38.1395,38.524,1.76,3.67,0.18,0.17,2.3,4.9,135,11,6,17,3.6,1.5,24.2,24.5
543857,2023,2,7,0,40,8.21,38.1183,36.588,6.11,4.2,0.14,0.29,0.8,1.4,91,23,18,41,0.5,0.2,2,2.1
543860,2023,2,7,0,41,59.5,36.9037,36.5552,4.87,3.7,0.19,0.28,1.1,1.2,63,19,14,33,0.7,0.5,1.4,1.6
543868,2023,2,7,0,50,24.85,38.1395,38.5707,9.62,3.98,0.27,0.28,2.3,3.3,102,9,6,15,3,2.1,11.1,11.7
543866,2023,2,7,0,55,32.93,38.0423,37.5335,7.99,3.82,0.17,0.28,1.1,2.5,88,14,7,21,0.8,0.4,6.3,6.4
543885,2023,2,7,1,18,8.13,38.0283,36.4105,10.91,3.93,0.14,0.28,1.2,2.2,79,19,15,34,0.7,0.7,5,5.1
543871,2023,2,7,1,29,17.18,38.093,36.8607,1.76,4.53,0.22,0.57,1.2,2.2,97,15,15,30,0.9,0.6,4.9,5
543880,2023,2,7,1,32,0.04,37.9777,36.467,25.36,4.2,0.2,0.4,1.3,1.9,90,18,9,27,0.6,1,3.7,3.9
543882,2023,2,7,1,34,29.27,37.4153,36.9592,9.52,4.78,0.22,0.12,1.1,1.1,111,10,9,19,0.6,0.7,1.1,1.4
543874,2023,2,7,1,34,29.4,37.4042,36.952,4.53,4.73,0.2,0.15,0.4,0.4,108,14,11,25,0.1,0.1,0.1,0.2
548027,2023,2,7,1,51,46.09,37.4603,37.1923,5.37,3.84,0.37,0.12,2.7,1.1,237,11,7,18,4.4,2.9,1.2,5.4
543887,2023,2,7,1,51,46.08,37.4618,37.1942,4.95,3.84,0.37,0.12,2.7,1.1,237,11,7,18,4.3,2.9,1.2,5.3
548029,2023,2,7,1,56,34.86,38.0775,36.579,14.6,3.34,0.26,0.3,1,0.5,91,13,11,24,0.7,0.4,0.3,0.9
543902,2023,2,7,2,11,55.36,36.9205,36.6008,7.35,3.69,0.2,0.31,0.9,1.7,62,21,14,35,0.4,0.5,3,3.1
543908,2023,2,7,2,17,11.12,38.4388,37.4595,12.94,3.87,0.36,0.19,1.1,1.6,128,10,10,20,0.4,0.9,2.6,2.8
543899,2023,2,7,2,18,51.73,38.0283,36.5842,6.01,3.8,0.18,0.41,1.2,2.5,92,15,12,27,0.8,0.7,6.1,6.2
543892,2023,2,7,2,28,3.23,36.5887,36.4698,28.52,3.87,0.25,0.43,1.3,0.9,85,18,10,28,1,0.6,0.7,1.4
543909,2023,2,7,2,34,38.21,37.8512,36.64,6.36,3.91,0.17,0.3,1.3,1.8,92,17,8,25,1.2,0.5,3.3,3.6
543912,2023,2,7,2,41,56.54,37.1848,36.7323,12.69,3.74,0.11,0.33,0.9,1,60,17,15,32,0.3,0.6,1,1.2
543905,2023,2,7,2,47,37.14,36.0685,35.9227,3.29,4.96,0.28,0.23,1,1.8,173,11,13,24,0.6,0.5,3.2,3.3
543910,2023,2,7,2,53,28.63,38.079,36.641,13.98,4.94,0.19,0.37,1.1,2.1,95,15,16,31,1,0.4,4.2,4.3
543918,2023,2,7,3,2,53.44,37.3845,37.1247,18.04,4.51,0.36,0.19,2.8,0.6,129,12,8,20,2.5,5.1,0.4,5.7
543919,2023,2,7,3,8,56.35,37.9777,37.6285,12.69,5.1,0.19,0.35,1,2.1,96,13,14,27,0.6,0.4,4.3,4.3
543930,2023,2,7,3,26,29.72,37.5995,37.2977,20.14,3.68,0.15,0.31,1.7,2.6,100,11,11,22,1.5,1.5,6.6,6.9
543925,2023,2,7,3,29,3.77,38.0677,37.4983,12.15,3.98,0.34,0.23,1.1,3.7,85,13,8,21,0.8,0.5,13.9,14
543927,2023,2,7,3,30,1.36,37.8033,37.6902,16.01,4.56,0.28,0.36,1.6,2.9,98,14,9,23,1.1,1.5,8.7,8.9
543931,2023,2,7,3,36,59.89,36.3202,36.1835,6.43,4.5,0.2,0.34,1.1,1.8,97,15,11,26,0.6,0.7,3.4,3.5
543933,2023,2,7,3,42,11.96,37.4603,37.1607,8.04,3.49,0.37,0.36,1.6,2.4,77,13,12,25,1.2,1.5,6,6.2
543934,2023,2,7,3,54,5.29,38.28,37.857,26.67,3.73,0.27,0.19,2.2,3.1,111,7,8,15,0.6,4.1,9.4,10.3
543935,2023,2,7,3,58,55.06,37.5713,37.2622,14,4.64,0.3,0.18,1.3,1.1,87,16,12,28,0.7,1,1.2,1.7
543937,2023,2,7,4,2,15.7,37.4125,37.139,9.28,4.21,0.16,0.31,1.1,0.3,143,11,11,22,0.8,0.4,0.1,0.9
543938,2023,2,7,4,6,47.7,37.4913,37.1467,8.68,3.75,0.4,0.3,1.5,2.1,146,12,10,22,0.7,1.6,4.4,4.7
543943,2023,2,7,4,16,39.85,37.9833,37.6285,25.01,4.28,0.35,0.43,1.6,2.9,96,15,11,26,1.7,0.9,8.7,8.9
543952,2023,2,7,4,35,16.39,38.034,37.5157,16.01,3.84,0.28,0.34,1.5,2.1,87,15,12,27,1.5,0.6,4.2,4.5
543947,2023,2,7,4,42,2.74,36.8685,36.5532,9.75,4.63,0.17,0.27,0.9,1.3,67,23,15,38,0.3,0.5,1.7,1.8
543951,2023,2,7,4,46,43.56,37.2185,36.7288,12.69,3.61,0.19,0.27,1.3,1.8,59,22,11,33,0.4,1.2,3.1,3.4
547715,2023,2,7,5,1,6.77,39.3948,36.7147,7.1,3.39,0.34,0.17,1.6,1.5,107,7,12,19,1.8,0.9,2.2,3
543958,2023,2,7,5,4,49.91,37.4125,36.9133,12.69,3.4,0.19,0.29,1.6,1,72,8,11,19,1.1,1.3,1,2
543962,2023,2,7,5,11,6.78,36.2568,36.1782,2.7,3.6,0.21,0.13,1,1.3,108,11,5,16,0.8,0.3,1.8,2
547723,2023,2,7,5,15,32.65,37.2523,36.8488,9.52,3.35,0.48,0.23,0.7,1,52,12,11,23,0.2,0.3,1,1.1
543966,2023,2,7,5,20,35.39,38.1423,38.481,7.99,3.83,0.29,0.23,2.4,4.8,106,13,6,19,3.2,2.3,23.4,23.8
543965,2023,2,7,5,26,31.88,36.3468,36.1993,6.01,4.78,0.27,0.36,1.6,2.3,90,14,11,25,1.9,0.6,5.3,5.7
543977,2023,2,7,5,55,30.57,38.0873,37.4063,12.44,4.04,0.31,0.29,1.1,2.5,79,13,9,22,0.8,0.4,6.4,6.5
543981,2023,2,7,6,13,53.95,38.0395,37.5583,12.69,4.34,0.27,0.25,1.3,2.5,79,15,7,22,1,0.6,6.1,6.2
543985,2023,2,7,6,26,11.52,37.3423,36.8952,5.71,4.19,0.19,0.29,0.7,0.8,82,17,10,27,0.3,0.2,0.6,0.7
543988,2023,2,7,6,40,52.71,38.0495,36.4938,8.96,4.79,0.22,0.29,0.9,1.2,85,13,17,30,0.5,0.3,1.4,1.5
543987,2023,2,7,6,48,50.95,38.3152,37.6642,18.58,4.9,0.17,0.13,2.1,2.8,148,9,6,15,0.6,3.9,7.7,8.6
548427,2023,2,7,7,6,26.36,37.5193,37.161,4.97,3.17,0.22,0.29,1.1,1.6,127,13,12,25,0.5,0.7,2.5,2.6
543994,2023,2,7,7,26,34.36,38.1773,37.7122,25.65,4.68,0.18,0.43,1.9,4.7,100,15,9,24,2,1.7,22.3,22.4
543996,2023,2,7,7,31,15.64,38.0452,36.4567,4.13,3.55,0.35,0.27,1.4,3.8,135,14,10,24,1.7,0.4,14.5,14.6
543999,2023,2,7,7,37,27.98,38.1,36.5862,9.05,3.31,0.13,0.27,1.1,1.7,91,16,13,29,0.8,0.4,2.8,2.9
544000,2023,2,7,7,45,6.41,36.9065,36.5938,25.36,4.18,0.24,0.29,1.1,2.4,64,15,12,27,0.5,0.6,5.5,5.6
544002,2023,2,7,7,54,22.24,36.6055,36.3822,4.18,4.28,0.25,0.36,1,2.2,73,14,11,25,0.6,0.4,4.6,4.7
544004,2023,2,7,8,0,28.37,38.107,36.9247,16.01,3.74,0.17,0.24,1,4.4,138,13,9,22,0.6,0.4,19.1,19.1
544005,2023,2,7,8,15,59.82,38.2463,38.1968,19.67,3.54,0.16,0.35,1.6,4.1,125,9,9,18,1.2,1.4,16.4,16.5
544007,2023,2,7,8,25,45.9,38.0087,37.5792,16.55,4.57,0.29,0.28,1.1,2.7,92,13,9,22,0.8,0.4,7.2,7.3
548495,2023,2,7,8,31,31.57,38.193,38.6418,12.69,4.01,0.26,0.32,1.4,1.2,92,7,10,17,1.2,0.9,1.6,2.1
548499,2023,2,7,8,34,20.87,38.1873,37.9898,23.68,3.83,0.13,0.3,2.2,4.6,152,10,6,16,1.6,3.1,21.1,21.4
544011,2023,2,7,8,43,26.52,37.9947,36.5627,11.5,4.01,0.14,0.23,0.8,1.1,96,15,9,24,0.4,0.3,1.2,1.3
544015,2023,2,7,8,56,32.24,37.317,37.0362,7.15,3.34,0.2,0.28,2,2,111,9,10,19,1.4,2.5,3.9,4.8
544031,2023,2,7,9,9,57.15,36.8362,36.5303,7.94,3.48,0.19,0.23,0.9,0.9,97,15,11,26,0.4,0.4,0.8,1
544020,2023,2,7,9,14,10.58,37.4857,37.1678,2.55,3.77,0.19,0.25,1.4,1.6,78,11,11,22,0.5,1.3,2.4,2.8
544017,2023,2,7,9,15,29.97,38.0157,36.5078,4.01,3.84,0.18,0.3,1.2,1.8,92,10,10,20,0.9,0.6,3.3,3.4
544026,2023,2,7,9,46,40.93,36.898,36.977,6.21,3.46,0.26,0.32,1.3,1.8,130,11,11,22,1.3,0.5,3.3,3.5
544023,2023,2,7,9,53,31.59,38.1367,36.3772,18.41,4.24,0.19,0.32,1,0.3,77,18,16,34,0.6,0.5,0.1,0.8
547779,2023,2,7,10,3,16.32,38.0255,36.5663,9.52,3.98,0.18,0.34,1.2,1.8,110,16,11,27,1,0.4,3.3,3.5
547785,2023,2,7,10,5,35.02,38.0395,37.2253,19.02,3.96,0.25,0.28,1.5,3.6,70,14,10,24,1,1.2,12.6,12.7
544028,2023,2,7,10,7,17.63,37.4913,37.1855,10.32,4.37,0.15,0.22,1,0.8,79,15,14,29,0.3,0.6,0.6,0.9
547794,2023,2,7,10,15,1.09,38.0818,38.4728,20.43,3.92,0.23,0.2,3.6,5,162,7,5,12,9.1,4,25.4,27.3
544029,2023,2,7,10,18,11.92,38.11,38.5583,6.38,5.36,0.19,0.2,1.5,1.9,100,11,11,22,0.9,1.5,3.6,4
544036,2023,2,7,10,27,30.4,38.3138,38.239,18.98,4.93,0.23,0.4,2.1,2.3,116,13,10,23,2.4,2.1,5.4,6.3
544037,2023,2,7,10,37,19.04,36.0657,35.9927,8.73,4.19,0.26,0.2,1.4,1.7,170,10,8,18,1.6,0.5,2.7,3.2
544038,2023,2,7,10,41,45.36,38.0762,36.5418,19.02,4.2,0.25,0.22,0.7,0.7,88,18,12,30,0.3,0.1,0.5,0.6
547808,2023,2,7,10,41,45.36,38.0762,36.5418,19.02,4.2,0.26,0.24,0.7,0.6,88,18,14,32,0.3,0.1,0.4,0.5
547816,2023,2,7,10,50,24.41,38.1323,36.4178,34.86,3.59,0.2,0.35,1.7,1.2,79,12,8,20,1.9,1.1,1.5,2.7
547817,2023,2,7,10,50,25,38.0888,36.5223,12.72,3.6,0.13,0.23,1.3,1.1,86,17,15,32,1.1,0.7,1.3,1.8
544043,2023,2,7,10,56,29.87,37.8568,36.6648,19.02,4.49,0.21,0.24,1,1,98,19,12,31,0.5,0.4,1.1,1.2
544044,2023,2,7,10,57,45.39,37.8568,36.6718,3.98,4.27,0.22,0.35,1.6,3.2,148,17,12,29,1.3,1.1,10.2,10.3
544045,2023,2,7,11,1,12.48,38.0368,37.5228,19.02,4.38,0.25,0.35,1.5,2.2,78,15,11,26,1.5,0.6,4.8,5.1
544047,2023,2,7,11,10,23.8,37.8737,37.9493,21,3.6,0.13,0.29,1.8,2.6,108,12,7,19,1.1,2.2,7,7.4
544053,2023,2,7,11,15,42.49,37.362,36.9235,7.99,3.18,0.2,0.2,1,1.1,88,10,11,21,0.4,0.5,1.2,1.4
548405,2023,2,7,11,23,32.1,38.609,40.7937,4.77,3.35,0.2,0.28,0.9,1.4,79,17,15,32,0.5,0.3,1.8,1.9
544050,2023,2,7,11,32,9.71,38.7763,37.8935,34.46,4.06,0.24,0.14,2.3,3.2,170,7,6,13,2,3.2,10.5,11.2
548455,2023,2,7,11,37,16.17,37.2298,36.8277,6.31,3.32,0.24,0.41,1.1,1.3,53,14,12,26,0.3,1,1.7,2
544052,2023,2,7,11,38,53.93,37.5912,37.287,9.01,3.9,0.13,0.36,1.4,1.7,100,18,15,33,0.5,1.5,2.8,3.2
548448,2023,2,7,11,43,15.09,37.1412,36.7057,10.19,3.27,0.11,0.63,1.4,1.6,61,15,14,29,0.5,1.3,2.7,3.1
548467,2023,2,7,11,47,36.43,38.0648,36.563,7.99,3.98,0.15,0.21,1.5,2.6,90,12,8,20,1.8,0.5,6.5,6.8
544055,2023,2,7,11,47,36.13,38.0818,36.5347,25.36,3.91,0.17,0.27,1.2,1.1,87,16,11,27,0.7,0.8,1.2,1.6
544056,2023,2,7,11,49,51.56,37.1652,36.9787,7.6,3.89,0.19,0.21,0.8,1,64,16,13,29,0.3,0.2,1,1.1
544060,2023,2,7,11,55,19.45,38.0185,37.4748,8.02,4.17,0.23,0.23,1.3,4,101,11,6,17,1.2,0.4,16.1,16.2
548493,2023,2,7,11,59,21.02,38.0987,37.2825,15.21,3.52,0.28,0.31,1.2,4.7,73,10,8,18,0.7,0.7,22.2,22.3
544063,2023,2,7,12,7,2.15,38.2913,38.225,6.36,4.68,0.25,0.29,1.7,4.7,119,10,10,20,1.4,1.7,21.9,22
544075,2023,2,7,12,31,6.32,38.1098,36.5702,11.6,3.42,0.17,0.23,1.4,2.3,94,12,9,21,1.6,0.3,5.3,5.5
544067,2023,2,7,12,35,48.09,37.435,37.1145,9.52,3.82,0.21,0.26,1.5,1,118,13,10,23,0.8,1.4,1.1,2
548543,2023,2,7,12,52,28.16,37.4772,37.1995,12.54,3.35,0.17,0.33,1.2,0.7,172,9,11,20,0.6,0.8,0.5,1.1
544077,2023,2,7,12,53,11.44,38.0903,38.512,23.26,3.94,0.34,0.23,1.3,1.4,124,9,6,15,1.3,0.5,1.9,2.3
548547,2023,2,7,12,58,55.17,38.0902,36.602,17.29,3.39,0.39,0.41,1.2,2.5,92,12,12,24,0.9,0.5,6.4,6.4
544078,2023,2,7,13,1,40.85,37.8863,36.656,6.38,3.81,0.2,0.18,1.2,1.7,92,18,9,27,0.7,0.8,2.9,3.1
544079,2023,2,7,13,2,24.5,37.8597,36.6082,12.69,3.94,0.2,0.31,1.2,1.7,145,11,11,22,0.6,0.8,2.7,2.9
544081,2023,2,7,13,8,48.68,38.062,36.5842,4.03,3.52,0.15,0.35,1,2,96,14,7,21,0.6,0.4,4.2,4.3
544092,2023,2,7,13,25,56.28,38.0873,36.6268,8.19,3.61,0.08,0.32,1.1,2.3,94,15,13,28,0.6,0.5,5.3,5.3
544084,2023,2,7,13,34,10.18,38.1043,36.5525,6.01,4.27,0.15,0.33,1.3,1.3,88,21,14,35,1.2,0.6,1.7,2.1
544091,2023,2,7,13,51,54.46,37.0217,36.1827,13.48,3.68,0.29,0.39,1.2,2.3,54,13,11,24,0.7,0.7,5.3,5.4
544090,2023,2,7,13,56,1.42,36.3385,36.2028,6.36,4.05,0.24,0.18,1.2,1.5,131,15,11,26,0.8,0.6,2.2,2.5
544103,2023,2,7,13,59,44.52,38.7932,37.3633,12.69,3.37,0.23,0.25,1.7,0.8,72,9,9,18,1.7,1.1,0.6,2.1
544096,2023,2,7,14,23,16.44,38.0593,36.5772,7.99,4.38,0.19,0.38,1.2,3,91,16,14,30,1,0.6,8.9,9
544102,2023,2,7,14,33,42.72,37.7443,37.5552,7.99,3.4,0.15,0.42,1.5,4.5,73,12,14,26,1.3,1,19.9,20
544104,2023,2,7,14,34,45.55,37.8933,36.6332,7.99,3.84,0.21,0.38,1.1,1.6,95,16,14,30,0.6,0.5,2.5,2.6
544127,2023,2,7,15,6,52.44,38.1,37.1035,17.37,3.56,0.17,0.34,1.3,4.5,91,11,15,26,1,0.6,20.3,20.4
544116,2023,2,7,15,14,12.89,38.0508,36.5275,3.98,3.24,0.17,0.15,0.9,2,96,10,8,18,0.6,0.2,3.8,3.9
544117,2023,2,7,15,23,49.95,38.5317,40.3928,7.08,4.25,0.21,0.32,1,2.6,70,17,12,29,0.5,0.6,6.5,6.6
547821,2023,2,7,15,31,28.78,37.3563,37.047,13.19,4.81,0.6,0.14,0.8,0.7,85,12,8,20,0.3,0.3,0.6,0.7
544119,2023,2,7,15,31,28.66,37.3507,37.0505,12.79,5.27,0.25,0.16,0.7,0.6,81,17,17,34,0.3,0.3,0.4,0.5
547829,2023,2,7,15,48,52.98,37.9973,36.4068,4.13,5.38,0.26,0.2,0.8,1.7,134,13,11,24,0.4,0.3,3,3
544122,2023,2,7,15,48,53.24,37.9552,36.3785,4.03,5.23,0.24,0.36,1.4,2.5,90,15,19,34,0.6,1.3,6.2,6.3
544133,2023,2,7,15,55,47.61,37.9973,36.4105,6.36,3.66,0.17,0.18,0.8,1.7,92,14,11,25,0.3,0.3,2.9,2.9
544126,2023,2,7,16,0,0.23,38.5035,41.908,13.71,3.07,0.23,0.22,1.3,0.7,59,15,11,26,0.8,0.8,0.5,1.2
544125,2023,2,7,16,4,30.58,38.4122,41.7363,5.32,3.3,0.2,0.26,0.9,1.5,73,18,15,33,0.2,0.5,2.1,2.2
547834,2023,2,7,16,7,1.12,37.9748,36.5803,10.96,3.73,0.18,0.19,0.9,3.2,92,15,11,26,0.6,0.3,10.2,10.2
547833,2023,2,7,16,7,1.11,37.9763,36.5785,11.23,3.74,0.17,0.17,0.8,1.4,91,15,9,24,0.3,0.3,2,2
544130,2023,2,7,16,22,14.65,38.093,37.1938,3.98,3.55,0.18,0.34,1.5,3.6,95,12,10,22,1.9,0.5,13.1,13.3
544137,2023,2,7,16,24,26.03,37.4267,37.312,14.57,3.63,0.24,0.25,2.2,1.2,148,11,9,20,2.6,2.2,1.4,3.7
544132,2023,2,7,16,30,40.31,38.2138,37.3438,11.16,4.36,0.22,0.34,1.7,3.8,146,13,6,19,1.8,1.2,14.3,14.5
544136,2023,2,7,16,36,46.33,37.3437,37.031,11.18,3.76,0.26,0.36,1.2,1.2,97,13,10,23,0.4,1.1,1.5,1.9
544134,2023,2,7,16,36,46.33,37.3437,37.031,11.18,3.81,0.17,0.35,1.2,1.3,97,13,10,23,0.4,1,1.6,1.9
544138,2023,2,7,16,49,12.47,38.0395,36.577,13.53,4.09,0.22,0.29,1.3,1.9,96,13,12,25,1.4,0.3,3.5,3.8
544144,2023,2,7,16,51,56.21,37.7837,36.3922,13.53,3.76,0.26,0.23,1.1,2.2,121,14,10,24,0.5,0.7,4.8,4.9
544148,2023,2,7,17,2,53.65,38.0832,36.9617,1.24,3.5,0.16,0.22,1.5,3.7,105,9,9,18,1.3,1,13.6,13.7
544149,2023,2,7,17,17,10.96,38.0692,38.5212,22.34,3.64,0.21,0.19,1.2,1.5,124,9,7,16,0.9,0.5,2.2,2.4
548612,2023,2,7,17,32,16.45,38.1197,36.455,9.6,3.76,0.17,0.76,2,2.6,87,13,12,25,2.5,1.3,7,7.5
544152,2023,2,7,17,37,59.11,38.0312,37.6573,25.01,4.2,0.23,0.29,1.3,2.1,88,15,11,26,1,0.5,4.4,4.5
544157,2023,2,7,17,40,40.92,38.4347,39.2783,6.06,3.58,0.2,0.52,1.3,2.4,79,12,9,21,0.8,0.9,5.6,5.8
544153,2023,2,7,17,42,38.08,37.8557,38.6163,7.99,3.83,0.28,0.22,1.4,2.4,122,7,6,13,0.9,1.2,5.6,5.8
544154,2023,2,7,17,46,56.59,38.0917,36.859,8.11,4.06,0.19,0.33,1.3,2.8,97,14,12,26,1.2,0.4,8,8.1
548625,2023,2,7,17,52,40.16,38.0972,37.2063,18.9,3.75,0.23,0.24,1.3,4.9,66,15,9,24,0.8,1,24.1,24.1
544156,2023,2,7,17,53,50.08,38.0002,36.3963,3.83,4.27,0.3,0.17,0.6,1,79,20,14,34,0.2,0.2,1.1,1.1
544161,2023,2,7,18,6,45.95,37.9862,36.4068,12.69,3.65,0.21,0.18,1,0.6,126,13,10,23,0.5,0.6,0.4,0.9
544160,2023,2,7,18,9,59.41,38.1015,36.6588,10.27,5.3,0.21,0.48,1.1,2.3,100,15,17,32,0.7,0.4,5.5,5.6
544183,2023,2,7,19,13,47.55,38.1015,36.9458,8.73,4.6,0.2,0.27,1,2.3,124,16,14,30,0.5,0.4,5.2,5.2
544207,2023,2,7,19,28,49.1,38.1733,38.6778,16.06,3.2,0.18,0.27,2.4,3.7,114,9,7,16,4.6,1,13.6,14.4
544190,2023,2,7,19,30,16.65,38.4908,39.6622,14.77,3.51,0.21,0.36,1.3,1.5,83,12,8,20,0.9,0.9,2.2,2.6
544187,2023,2,7,19,33,45.76,38.093,36.6482,7.99,4.03,0.23,0.52,1.1,2.7,96,18,16,34,0.7,0.4,7.2,7.2
544189,2023,2,7,19,40,24.53,37.4743,37.1748,7.94,3.64,0.17,0.23,1.6,1.1,165,12,11,23,0.9,1.7,1.3,2.3
544193,2023,2,7,19,54,22.24,38.699,39.9097,10.76,4.95,0.17,0.63,1.7,3.1,73,19,15,34,2.3,0.7,9.7,10
544198,2023,2,7,20,1,16.77,38.062,36.5878,13.98,3.61,0.18,0.27,1.1,2.1,95,13,11,24,0.8,0.4,4.2,4.3
544199,2023,2,7,20,9,52.16,36.3918,36.245,7.99,3.6,0.16,0.35,1.2,1.9,131,15,10,25,0.6,0.7,3.7,3.8
544201,2023,2,7,20,13,57.62,38.2577,38.1932,27.54,3.35,0.29,0.33,2.3,3.5,125,11,8,19,3.4,1.7,12.2,12.8
544204,2023,2,7,20,24,34.83,38.0888,37.2027,5.99,3.88,0.15,0.25,0.9,1.8,69,16,12,28,0.6,0.3,3.1,3.2
544203,2023,2,7,20,30,27.19,38.093,36.6658,9.52,4.28,0.19,0.48,1.1,1.1,97,20,15,35,0.7,0.5,1.2,1.4
544227,2023,2,7,20,42,45.81,38.0522,36.5965,6.43,3.98,0.14,0.26,1.5,2,92,16,11,27,1.2,1.1,4,4.3
544212,2023,2,7,20,47,33.66,37.3887,37.0877,6.04,3.62,0.24,0.14,1.5,0.5,113,12,10,22,1,1.1,0.2,1.5
544213,2023,2,7,20,49,59.89,37.8527,36.67,7.97,3.47,0.2,0.25,1.1,0.8,93,15,11,26,0.5,0.7,0.6,1.1
544214,2023,2,7,20,52,3.21,37.9833,36.6158,7.99,3.66,0.19,0.41,1,2.6,94,15,12,27,0.5,0.4,6.7,6.8
544216,2023,2,7,20,57,15.29,37.4857,37.1467,5.71,2.92,0.09,0.19,1.3,0.5,173,10,8,18,0.8,1,0.3,1.3
544219,2023,2,7,21,13,18.1,37.2242,36.9897,12.69,3.17,0.16,0.31,1.2,1.4,83,7,11,18,0.7,0.7,2,2.2
544222,2023,2,7,21,21,25.6,37.9693,37.4583,9.03,5.07,0.18,0.39,1.2,3.6,83,12,15,27,1.1,0.4,13,13.1
544225,2023,2,7,21,35,48.22,38.1015,36.6375,7.99,3.72,0.22,0.36,0.7,1.6,95,16,16,32,0.3,0.3,2.7,2.7
544226,2023,2,7,21,40,50.75,37.3352,37.0203,12.72,3.95,0.22,0.23,0.6,0.4,71,15,13,28,0.1,0.2,0.1,0.3
544233,2023,2,7,21,49,33.61,37.539,37.0023,23.63,3.74,0.5,0.36,2.3,0.9,243,9,7,16,3,2.2,0.8,3.8
544232,2023,2,7,21,53,35.81,38.0495,36.43,12.72,3.82,0.18,0.24,0.8,1,81,16,12,28,0.4,0.3,1.1,1.2
544240,2023,2,7,21,58,54.55,37.4308,36.9575,10.34,3.93,0.22,0.19,0.8,0.4,73,18,14,32,0.2,0.4,0.1,0.5
544235,2023,2,7,22,7,54.67,38.062,36.5347,6.01,4.26,0.2,0.29,0.8,1.6,88,20,11,31,0.4,0.3,2.6,2.6
548643,2023,2,7,22,10,26.19,38.0593,36.5913,3.98,3.73,0.3,0.25,1.1,2.3,92,15,13,28,0.9,0.3,5.2,5.3
