Id_AFAD,Year,Month,Day,Hour,Min,Sec,Ev_Lat,Ev_Lon,Ev_Depth,Ml,StdMl,Rms,Erh,Erz,Gap,Np,Ns,Ntot,CovX,CovY,CovZ,CovT
552576,2023,2,22,22,26,55.49,37.0583,36.2283,24.42,2.69,0.28,0.57,1.3,2.5,54,15,19,34,0.7,0.9,6.1,6.2
552577,2023,2,22,22,40,0.53,36.3033,36.1345,5.94,3.63,0.25,0.29,2.1,3,106,16,10,26,2.8,1.6,8.8,9.4
552578,2023,2,22,22,43,45.02,37.4828,36.9913,4.63,3.88,0.19,0.21,0.6,0.9,55,22,16,38,0.2,0.2,0.8,0.9
552587,2023,2,22,22,53,21.74,37.9595,36.3165,9.45,3.23,0.15,0.24,0.7,1,37,25,18,43,0.2,0.2,1.1,1.1
552588,2023,2,22,22,54,7.29,38.7228,35.327,13.09,3.24,0.15,0.27,1.1,0.9,61,15,15,30,0.9,0.4,0.8,1.2
552592,2023,2,22,23,13,33.24,36.964,36.7505,4.8,3.44,0.18,0.31,1,1.5,71,24,17,41,0.7,0.3,2.1,2.3
552607,2023,2,22,23,19,11.88,37.4238,36.9557,10.02,2.23,0.18,0.28,1.1,0.6,76,12,14,26,0.5,0.7,0.4,0.9
552606,2023,2,22,23,29,15.62,37.9665,36.3962,12.74,2.84,0.16,0.25,0.9,0.4,41,21,18,39,0.2,0.5,0.2,0.6
552617,2023,2,22,23,39,9.5,37.1018,36.2618,8.11,3.36,0.14,0.43,1.1,1.8,37,26,16,42,0.6,0.7,3.1,3.2
552618,2023,2,22,23,49,11.27,38.5767,37.475,7.99,3.02,0.25,0.32,2.3,2,95,11,6,17,2.9,2.3,3.8,5.4
552619,2023,2,22,23,56,35.25,37.2213,36.9438,9.52,2.8,0.22,0.31,1,0.8,62,22,17,39,0.6,0.4,0.6,0.9
552596,2023,2,23,0,0,14.04,37.3507,36.8953,6.36,2.28,0.12,0.3,1.5,1.6,72,16,14,30,1.4,0.9,2.5,3
552598,2023,2,23,0,9,42.27,37.9032,36.642,7.97,2.44,0.18,0.31,1.1,1.5,63,13,13,26,0.9,0.5,2.2,2.4
552602,2023,2,23,0,22,50.99,37.549,37.2478,10.74,2.6,0.16,0.33,1,1.3,84,17,15,32,0.5,0.4,1.7,1.9
552612,2023,2,23,0,38,49.38,37.9215,36.2687,6.36,3.38,0.2,0.38,1,1.5,40,26,20,46,0.6,0.3,2.1,2.2
552616,2023,2,23,0,57,40.45,36.3005,36.32,5.99,3.07,0.29,0.44,1.3,1.6,102,14,13,27,1.3,0.4,2.5,2.8
552622,2023,2,23,1,9,54.16,36.9655,36.7523,6.21,2.87,0.18,0.29,0.9,0.8,71,16,16,32,0.4,0.5,0.7,0.9
552623,2023,2,23,1,11,5.05,37.2438,36.958,6.36,2.96,0.16,0.2,0.6,0.5,57,16,18,34,0.1,0.2,0.3,0.4
552628,2023,2,23,1,23,18.88,38.0087,36.623,9.72,2.89,0.29,0.34,1.9,1.8,57,18,16,34,1.9,1.8,3.2,4.1
552638,2023,2,23,1,41,32.65,38.0395,37.3315,13.38,2.71,0.23,0.37,1,2.2,79,11,10,21,0.5,0.6,4.7,4.8
552621,2023,2,23,1,42,57.34,36.2007,36.1782,4.77,4,0.29,0.3,0.9,1,115,13,6,19,0.4,0.4,1,1.1
552642,2023,2,23,1,51,33.33,38.0537,37.7072,12.44,3.33,0.17,0.35,1.4,2.8,90,17,12,29,1,1,7.6,7.7
552633,2023,2,23,2,1,20.19,37.8625,36.304,7.94,2.96,0.14,0.24,0.8,1.5,66,18,19,37,0.4,0.3,2.2,2.3
552634,2023,2,23,2,5,8.53,37.3478,37.0293,6.36,2.41,0.16,0.29,1.2,0.8,78,15,16,31,0.4,1.1,0.7,1.4
552631,2023,2,23,2,29,21.63,39.6055,41.1847,9.25,3.05,0.2,0.18,0.6,0.6,58,16,11,27,0.2,0.2,0.4,0.5
552641,2023,2,23,2,32,51.91,37.9918,37.4303,4.33,2.79,0.13,0.36,1,0.5,74,16,15,31,0.6,0.3,0.2,0.7
552647,2023,2,23,2,38,37.56,37.8455,36.2827,9.52,3.25,0.12,0.29,1,0.7,64,23,20,43,0.5,0.4,0.5,0.8
552635,2023,2,23,2,45,0.84,38.7368,35.3163,16.01,3.93,0.2,0.32,0.9,1.3,63,20,15,35,0.5,0.3,1.8,1.9
552653,2023,2,23,3,2,36.47,37.3478,35.3897,15.46,3.21,0.2,0.48,1.3,2.9,55,19,12,31,1,0.6,8.6,8.7
552654,2023,2,23,3,14,21.92,38.003,37.6182,6.61,2.79,0.24,0.2,1.1,1.6,187,9,12,21,0.5,0.7,2.7,2.8
552657,2023,2,23,3,15,57.15,37.2902,37.0693,5.69,3.22,0.2,0.28,0.7,0.4,50,22,17,39,0.3,0.3,0.2,0.4
552656,2023,2,23,3,23,2.93,37.3,37.1277,7.94,4,0.25,0.29,0.5,0.4,67,20,10,30,0.1,0.1,0.2,0.2
552658,2023,2,23,3,27,33.14,37.8512,36.3038,8.98,2.69,0.12,0.19,0.6,0.9,76,18,13,31,0.1,0.2,0.7,0.8
552660,2023,2,23,3,30,5.1,38.0467,36.5187,31.07,3.11,0.2,0.64,1.1,0.5,62,21,15,36,0.6,0.5,0.3,0.9
552663,2023,2,23,3,33,27.09,38.1408,37.687,8.09,2.91,0.19,0.24,1,2.6,116,9,8,17,0.5,0.6,6.6,6.6
552675,2023,2,23,5,0,43.42,38.0045,36.5717,11.43,3.86,0.17,0.33,1.3,1.8,53,22,17,39,1.3,0.3,3.4,3.7
552684,2023,2,23,5,17,4.36,37.8625,36.6188,12.69,2.88,0.25,0.26,1.1,1.2,57,14,12,26,0.9,0.3,1.5,1.8
552683,2023,2,23,5,27,39.69,38.169,37.7227,40.85,3.34,0.2,0.4,1.8,2.6,90,10,9,19,1.9,1.4,7,7.4
552708,2023,2,23,6,11,3.25,37.9257,36.373,11.73,2.86,0.1,0.23,0.8,0.8,76,14,12,26,0.2,0.4,0.7,0.9
552717,2023,2,23,6,19,7.68,37.3,36.7963,4.53,2.49,0.31,0.14,0.6,0.5,91,8,11,19,0.3,0.1,0.2,0.4
552716,2023,2,23,6,19,49.68,37.7795,37.6033,18.36,3.05,0.18,0.34,1.6,2.5,87,16,14,30,1.5,1.1,6.1,6.4
552769,2023,2,23,6,47,36.66,38.1633,36.5492,13.98,2.98,0.17,0.29,1.2,0.9,72,17,15,32,1,0.4,0.7,1.3
552783,2023,2,23,6,58,42.73,38.5752,40.4882,3.93,2.94,0.18,0.16,0.9,1.4,101,13,9,22,0.6,0.2,1.9,2
552761,2023,2,23,7,0,41.7,38.0312,37.3598,28.52,3.17,0.29,0.24,1.2,1.1,67,8,12,20,0.9,0.6,1.2,1.6
552764,2023,2,23,7,1,47.21,38.0423,37.5937,14.77,3.34,0.22,0.29,1,1.9,82,19,15,34,0.5,0.5,3.7,3.8
552775,2023,2,23,7,11,24.24,38.0452,37.3707,12.69,3.4,0.16,0.42,1,1.9,77,17,12,29,0.5,0.5,3.5,3.5
552782,2023,2,23,7,11,23.98,38.041,37.3758,6.43,3.33,0.19,0.33,0.9,1.8,78,17,15,32,0.5,0.4,3.2,3.3
552791,2023,2,23,7,16,31.12,37.3802,36.7808,11.33,2.84,0.2,0.3,0.9,1.1,61,17,18,35,0.4,0.4,1.2,1.4
552849,2023,2,23,8,32,36.68,37.1538,36.9435,4.97,2.66,0.19,0.33,1,1.1,78,13,15,28,0.5,0.5,1.1,1.3
552853,2023,2,23,8,34,9.78,37.4435,37.3122,14.87,2.91,0.28,0.41,1.2,1.1,97,10,13,23,0.4,1.1,1.3,1.8
552868,2023,2,23,9,14,28.15,36.8193,36.5478,9.72,2.86,0.18,0.33,1.3,1,72,15,15,30,1,0.6,1.1,1.6
552882,2023,2,23,9,17,34.06,37.5462,37.2302,6.43,2.92,0.21,0.18,1.1,1.2,87,12,12,24,0.4,0.7,1.5,1.7
552886,2023,2,23,9,20,46.07,37.3872,36.7862,15.02,2.8,0.17,0.27,0.8,0.8,45,15,19,34,0.4,0.3,0.6,0.7
552877,2023,2,23,9,30,54.92,37.3915,36.8585,9.45,2.88,0.14,0.27,0.9,0.6,62,18,18,36,0.5,0.4,0.4,0.8
552881,2023,2,23,9,32,34.28,37.9327,36.2757,10.51,2.97,0.14,0.15,0.8,1,65,8,10,18,0.2,0.3,1,1.1
552879,2023,2,23,9,33,40.98,37.1553,35.857,15.98,3.28,0.18,0.3,0.9,1.1,59,21,13,34,0.7,0.2,1.2,1.4
552902,2023,2,23,10,4,42.26,38.0832,37.2097,2.03,2.95,0.17,0.29,1.2,2.2,100,15,13,28,1,0.6,5,5.1
552909,2023,2,23,10,24,12.38,37.3507,36.9165,9.87,2.75,0.29,0.22,0.7,0.9,66,12,13,25,0.2,0.2,0.8,0.9
552913,2023,2,23,10,41,8.64,38.0593,36.4567,7.35,3.12,0.14,0.26,0.9,0.7,76,14,15,29,0.3,0.4,0.5,0.7
552920,2023,2,23,10,58,23.98,38.3742,37.4765,8.63,4.03,0.2,0.32,1.4,1.8,76,18,14,32,0.7,1.2,3.4,3.6
552937,2023,2,23,11,15,11.81,36.9655,36.7453,6.36,3.17,0.18,0.28,0.8,0.9,70,16,18,34,0.4,0.3,0.8,1
552948,2023,2,23,11,32,1.03,38.1492,36.9462,6.01,2.94,0.15,0.36,1,1.8,70,13,12,25,0.5,0.5,3.2,3.2
552946,2023,2,23,11,39,28.27,38.124,37.0948,11.11,3.31,0.29,0.21,1.2,1.3,86,11,9,20,0.5,1,1.6,2
552941,2023,2,23,11,41,42.57,38.0943,37.7555,7.47,4.62,0.21,0.21,1,1.6,94,18,10,28,0.5,0.6,2.4,2.6
552976,2023,2,23,12,1,7.46,38.0537,37.7462,9.18,3.63,0.19,0.28,1.3,2.9,93,16,9,25,0.9,0.7,8.6,8.7
553015,2023,2,23,12,46,40.55,36.1022,36.129,3.14,3.84,0.36,0.23,1.8,1.7,126,10,8,18,2.2,1,2.9,3.8
553017,2023,2,23,12,56,25.51,37.8287,36.4028,14.47,3.44,0.14,0.24,0.9,1.9,43,18,10,28,0.3,0.6,3.8,3.8
553054,2023,2,23,13,59,59.82,37.9173,35.152,12.77,3.12,0.21,0.3,1.3,2.5,50,17,17,34,0.8,0.8,6.1,6.2
553062,2023,2,23,14,19,46.32,38.1887,37.1947,14.23,3.39,0.38,0.39,1.5,3.7,50,22,10,32,1.2,1,14,14.1
553060,2023,2,23,14,19,45.88,38.1605,37.2333,7.99,3.67,0.21,0.34,1.4,2.4,62,20,18,38,1.1,1,5.8,6
553068,2023,2,23,14,33,46.08,38.079,36.8358,7.15,3.73,0.16,0.27,0.7,1.3,56,18,16,34,0.2,0.3,1.8,1.8
553072,2023,2,23,14,40,58.59,37.5672,37.2392,16.15,2.73,0.14,0.24,1.7,1.2,86,12,14,26,1.7,1,1.5,2.5
553071,2023,2,23,14,42,14.09,38.0648,36.5595,12.69,2.89,0.27,0.18,0.9,0.3,67,12,11,23,0.3,0.4,0.1,0.5
553073,2023,2,23,14,54,17.47,36.1318,36.0608,2.13,3.6,0.18,0.19,0.8,0.6,129,11,6,17,0.6,0.1,0.4,0.7
553075,2023,2,23,14,57,6.94,36.2118,35.8632,9.97,3.06,0.13,0.25,1.2,1.9,160,12,8,20,0.4,1.1,3.7,3.9
553084,2023,2,23,15,53,47.46,36.1318,36.0678,5,5.22,0.21,0.2,1.1,1.5,151,11,11,22,0.8,0.5,2.1,2.3
553109,2023,2,23,16,34,17.55,38.0172,36.4883,8.73,2.86,0.15,0.2,1,0.9,65,13,14,27,0.7,0.4,0.8,1.1
553104,2023,2,23,16,57,16.27,37.151,36.2427,25.36,3.26,0.19,0.33,1.6,1.4,49,19,10,29,1.4,1.3,1.9,2.7
553111,2023,2,23,17,5,0.16,36.8347,36.3002,8.07,3.2,0.21,0.39,0.9,2.1,50,17,16,33,0.4,0.3,4.6,4.6
553110,2023,2,23,17,10,14.47,38.3685,37.473,2.7,3.64,0.2,0.31,1.2,2.1,83,15,15,30,1,0.4,4.3,4.4
553115,2023,2,23,17,15,6.57,38.0552,38.346,23.08,3.45,0.18,0.41,1.8,3.6,122,12,6,18,2.4,0.8,13,13.2
555147,2023,2,23,17,32,28.12,37.459,37.1553,7.08,2.52,0.29,0.2,1,1.1,76,12,12,24,0.3,0.6,1.2,1.4
553122,2023,2,23,17,32,28.13,37.4575,37.1535,7.25,2.53,0.16,0.2,1,0.9,76,12,12,24,0.4,0.7,0.8,1.1
553120,2023,2,23,17,37,19.78,38.0775,36.2317,5.49,3.82,0.2,0.25,0.8,0.7,46,23,15,38,0.2,0.4,0.5,0.7
553130,2023,2,23,17,44,28.02,37.8708,36.311,7.1,3.29,0.15,0.33,1.1,1.8,67,19,16,35,0.6,0.6,3.3,3.4
555173,2023,2,23,17,52,39.28,38.0917,36.5188,6.53,4.37,0.16,0.41,1.4,1.6,94,18,16,34,1.3,0.5,2.7,3
553126,2023,2,23,17,52,39.16,38.0958,36.5242,6.36,4.35,0.22,0.36,1.2,1.5,45,26,21,47,0.9,0.6,2.1,2.4
553136,2023,2,23,18,15,14.26,38.8662,38.1153,24.44,3.14,0.25,0.21,2,1.7,92,11,8,19,1.7,2.3,3,4.2
553140,2023,2,23,18,21,22.95,37.5418,37.2283,15.86,2.32,0.2,0.14,0.9,0.6,85,13,14,27,0.4,0.4,0.3,0.6
553143,2023,2,23,18,32,30.25,38.3602,37.4517,1.95,3.27,0.19,0.2,1,1.3,55,17,12,29,0.8,0.3,1.6,1.8
553144,2023,2,23,18,53,54.13,37.4518,37.157,12.69,3.83,0.22,0.22,0.8,0.3,77,23,17,40,0.4,0.2,0.1,0.4
553157,2023,2,23,19,18,22.65,37.9918,36.1483,15.02,3.18,0.2,0.24,1,0.6,43,25,18,43,0.4,0.6,0.3,0.8
553158,2023,2,23,19,22,45.17,38.0677,36.23,9.57,2.8,0.12,0.25,1,1.8,55,13,14,27,0.7,0.4,3.1,3.2
553160,2023,2,23,19,28,54.58,38.0522,36.554,6.83,2.99,0.15,0.34,0.8,2.1,49,18,17,35,0.3,0.4,4.2,4.3
553168,2023,2,23,20,5,23.54,38.0775,36.6285,8.96,2.51,0.27,0.35,1.1,2,52,12,16,28,0.7,0.4,4.1,4.2
553171,2023,2,23,20,8,6.76,38.1873,38.0758,26.74,2.92,0.18,0.46,1.5,1.5,143,11,9,20,1.5,0.9,2.2,2.8
553167,2023,2,23,20,16,17.04,38.0873,37.775,7.15,3.29,0.18,0.36,1.4,2,96,17,13,30,1.3,0.5,3.9,4.2
555104,2023,2,23,20,26,14.2,38.37,37.4463,4.9,3.78,0.25,0.23,1.7,3,174,13,9,22,2.1,0.7,9.1,9.3
553169,2023,2,23,20,26,14.09,38.3657,37.4623,3.39,3.82,0.17,0.26,1,2.2,75,19,11,30,0.6,0.3,4.7,4.8
553175,2023,2,23,20,30,54.46,36.898,36.5517,7.25,2.57,0.21,0.39,1.5,1.1,114,18,17,35,1.6,0.7,1.2,2.1
553176,2023,2,23,20,38,8.65,36.271,36.1432,7.35,3.08,0.23,0.32,1.5,1.8,114,13,13,26,1.8,0.5,3.1,3.7
555136,2023,2,23,20,51,51.61,38.079,36.2263,9.52,2.73,0.1,0.34,1.1,0.9,51,19,17,36,0.7,0.6,0.8,1.2
553183,2023,2,23,21,3,5.4,36.9205,36.5833,7.3,3.03,0.16,0.32,1.3,1.9,62,26,16,42,0.7,0.9,3.7,3.9
553184,2023,2,23,21,10,2.63,36.3412,36.2378,7.15,2.89,0.23,0.46,0.8,1,88,14,11,25,0.2,0.3,0.9,1
553196,2023,2,23,21,23,39.92,37.9693,36.3112,13.58,2.89,0.15,0.26,1,0.8,59,19,14,33,0.5,0.5,0.7,1
553192,2023,2,23,21,33,46.31,37.909,38.244,8.04,2.38,0.27,0.25,2.5,4.2,152,6,7,13,2.9,3.2,17.5,18
553188,2023,2,23,21,34,31.63,38.3333,37.1513,36.91,3.11,0.18,0.41,2,3.5,86,11,11,22,2,2,12.2,12.5
553190,2023,2,23,21,38,39.19,37.8512,36.2933,9.52,2.74,0.19,0.37,1.6,1.4,65,18,15,33,0.8,1.6,1.9,2.6
553206,2023,2,23,21,46,58.99,37.8287,37.7082,9.48,2.87,0.19,0.22,1.4,1.2,128,13,13,26,1,0.9,1.5,2
553204,2023,2,23,21,58,21.08,37.016,36.464,12.99,2.48,0.15,0.38,1.1,1.7,95,18,12,30,0.5,0.7,2.9,3.1
553197,2023,2,23,22,8,10.31,38.5527,39.6548,12.35,3.81,0.24,0.35,2.8,3.2,73,17,8,25,5.2,2.8,10.1,11.7
583440,2023,2,23,22,9,31.73,37.8483,36.6223,3.98,3.32,0.16,0.29,1.6,1.7,105,21,13,34,1.1,1.3,2.9,3.3
553199,2023,2,23,22,13,1.08,36.8755,36.5515,7.55,2.97,0.14,0.3,0.8,0.7,66,24,19,43,0.4,0.3,0.6,0.7
553200,2023,2,23,22,24,5.54,38.1492,36.698,12.99,3.29,0.15,0.29,1,0.7,49,17,17,34,0.5,0.6,0.5,0.9
553207,2023,2,23,22,38,3.46,37.0358,36.1685,15.31,2.78,0.17,0.47,0.8,2.6,50,22,17,39,0.3,0.3,6.9,6.9
584139,2023,2,23,22,44,44.39,37.868,36.311,12.69,2.79,0.21,0.3,1.3,1.1,68,15,16,31,0.8,0.8,1.3,1.7
584989,2023,2,23,22,44,44.66,37.861,36.2987,9.01,2.76,0.14,0.24,0.8,1.3,76,16,17,33,0.3,0.3,1.8,1.8
584443,2023,2,23,22,46,49.87,36.1992,36.0048,6.38,3.23,0.19,0.32,1.3,1,136,16,13,29,1.3,0.3,1.1,1.7
584447,2023,2,23,22,51,23.45,38.0832,36.9475,6.38,2.64,0.17,0.28,1.4,1.9,114,10,10,20,1.3,0.6,3.7,4
584450,2023,2,23,22,51,23.21,38.0902,36.9777,8.88,2.78,0.19,0.22,0.9,1.6,70,12,12,24,0.4,0.3,2.6,2.6
553213,2023,2,23,23,1,11.78,37.944,36.2758,7.15,3.94,0.23,0.25,0.7,0.6,35,28,21,49,0.2,0.2,0.3,0.5
553219,2023,2,23,23,23,26.2,37.3703,36.9202,7.45,2.82,0.2,0.29,0.6,0.7,50,22,19,41,0.3,0.1,0.5,0.6
553230,2023,2,23,23,39,58.28,36.1303,36.0907,4.03,3.05,0.1,0.31,0.9,1.3,144,12,9,21,0.5,0.3,1.7,1.8
553215,2023,2,23,23,56,4.85,38.2293,37.289,5.99,3.14,0.14,0.5,1.1,3.7,71,17,14,31,0.8,0.5,13.9,13.9
553229,2023,2,24,0,29,58.27,38.2267,38.172,9.92,3.59,0.26,0.23,0.9,1.2,116,12,10,22,0.3,0.6,1.4,1.5
553250,2023,2,24,0,29,58.28,38.2295,38.1755,9.52,3.62,0.22,0.24,1,1.2,115,11,9,20,0.4,0.6,1.5,1.6
553240,2023,2,24,0,45,44.08,38.0325,36.4583,19.05,2.57,0.18,0.44,1.7,0.8,70,13,9,22,1.6,1.4,0.7,2.2
553261,2023,2,24,1,13,13.91,38.4305,39.6103,7.97,2.82,0.25,0.23,2.7,1.9,103,8,7,15,1,6.3,3.7,7.4
553251,2023,2,24,1,19,0.77,38.5485,37.4428,24.02,2.77,0.24,0.27,1.9,1,92,8,7,15,1.1,2.6,1,3
553273,2023,2,24,2,3,11.83,38.0902,36.2158,9.52,2.98,0.18,0.44,1.2,1.3,48,27,17,44,1.1,0.4,1.6,2
553272,2023,2,24,2,16,19.97,37.9497,37.9787,12.05,2.59,0.17,0.25,1.6,2.3,135,10,10,20,0.7,1.8,5.2,5.6
553269,2023,2,24,2,27,13.15,37.868,36.6295,8.24,3.21,0.19,0.29,0.8,1.8,69,19,16,35,0.3,0.3,3.4,3.4
553278,2023,2,24,2,31,2.92,37.8737,36.5057,12.3,2.87,0.18,0.33,1.4,1.1,82,21,11,32,0.7,1.1,1.3,1.8
553279,2023,2,24,2,40,11.04,38.0762,37.4098,6.8,3.05,0.16,0.36,1.3,3.9,79,19,16,35,0.7,1,15,15
553304,2023,2,24,2,49,43.92,38.0845,36.237,9.48,2.75,0.11,0.21,0.9,0.9,72,18,16,34,0.4,0.4,0.9,1
553302,2023,2,24,2,51,11.71,37.622,37.432,14.99,2.53,0.22,0.24,2.8,3.7,117,12,7,19,0.5,7.3,13.6,15.5
553299,2023,2,24,2,55,1.79,38.155,38.5652,12.32,3.06,0.17,0.25,1.3,2.9,99,10,9,19,1,0.7,8.2,8.3
553280,2023,2,24,3,10,47.68,37.4815,36.9932,4.01,2.37,0.22,0.35,1.4,1,65,14,12,26,0.3,1.6,1,2
553292,2023,2,24,3,15,54.38,38.0565,37.3955,7,2.58,0.15,0.32,1.3,1.9,120,14,10,24,0.9,0.9,3.7,3.9
553298,2023,2,24,3,18,45.76,37.1468,36.6,12.07,2.24,0.21,0.33,1.5,1,72,13,14,27,0.8,1.4,0.9,1.9
553284,2023,2,24,3,35,38.97,37.8582,36.2738,12.72,2.83,0.16,0.24,0.9,0.7,46,20,15,35,0.6,0.2,0.4,0.8
553281,2023,2,24,3,53,11.67,37.868,36.2792,12.69,3.23,0.22,0.24,0.8,0.6,45,25,18,43,0.3,0.3,0.3,0.5
553310,2023,2,24,4,18,4.5,37.203,36.6988,5.94,2.33,0.27,0.31,1,1.4,117,12,13,25,0.6,0.5,2,2.2
553318,2023,2,24,5,46,17.26,36.3357,35.9085,10.91,4.24,0.17,0.44,1.8,1.4,135,12,14,26,2,1.2,2,3
553327,2023,2,24,6,12,52.07,36.0755,35.956,6.28,3.76,0.11,0.24,1.9,1.8,188,11,6,17,2,1.5,3.1,4
553328,2023,2,24,6,13,55.29,38.0705,36.4922,8.88,3.72,0.18,0.3,1.4,0.8,96,21,18,39,0.6,1.3,0.7,1.6
553341,2023,2,24,6,34,42.42,38.2477,37.8727,30.45,3.18,0.23,0.31,1.4,1.8,101,10,7,17,1.1,0.8,3.4,3.6
553361,2023,2,24,7,3,5.16,37.8793,36.4525,12.69,2.56,0.25,0.21,0.9,0.8,81,12,13,25,0.4,0.4,0.7,0.9
553368,2023,2,24,7,11,49.6,37.84,35.2992,12.69,3.27,0.26,0.21,1.3,1.6,50,16,13,29,0.6,1.1,2.7,3
553391,2023,2,24,7,26,58.99,38.0143,36.6548,8.04,3.13,0.11,0.29,0.8,0.9,53,19,13,32,0.2,0.4,0.8,0.9
553435,2023,2,24,8,17,46.36,38.0143,36.6158,11.4,3.86,0.14,0.34,1.3,1.9,63,19,16,35,1.1,0.7,3.6,3.9
553427,2023,2,24,8,17,46.28,38.0087,36.6158,11.11,3.8,0.18,0.38,1.5,1.3,51,23,18,41,1.3,0.8,1.7,2.3
553442,2023,2,24,8,42,39.56,38.2505,38.177,22.02,3.41,0.18,0.41,1.5,2,109,11,9,20,0.9,1.4,3.9,4.2
553468,2023,2,24,9,32,19.14,37.4575,37.1605,11.4,3.31,0.19,0.25,0.9,0.8,77,18,19,37,0.3,0.4,0.7,0.8
553482,2023,2,24,9,47,9.57,38.221,38.6882,5.02,3.22,0.18,0.23,2,2.4,89,9,6,15,1.8,2.1,5.6,6.3
553479,2023,2,24,10,5,16.97,37.3423,36.7472,6.06,3.88,0.21,0.32,1.2,1.6,44,27,20,47,0.6,0.7,2.6,2.8
553499,2023,2,24,10,12,9.65,37.3253,36.8422,4.03,3,0.25,0.13,2.1,2.6,256,7,7,14,1.8,2.5,6.8,7.5
553498,2023,2,24,10,12,9.01,37.2973,36.8103,3.98,2.86,0.21,0.26,0.9,1.7,46,18,16,34,0.5,0.3,2.9,2.9
553558,2023,2,24,11,23,11.09,36.6,36.4137,25.36,2.96,0.24,0.66,1.8,1.5,108,14,11,25,1.5,1.9,2.4,3.4
553533,2023,2,24,11,32,9.82,37.6235,37.342,12.84,2.9,0.33,0.3,0.9,1.4,87,11,14,25,0.4,0.4,2,2
553585,2023,2,24,12,22,22,37.2312,36.9598,12.77,2.74,0.33,0.18,1.5,1.6,136,10,10,20,0.8,1.4,2.5,2.9
553596,2023,2,24,12,57,7.03,38.0537,36.7755,11.5,3.48,0.12,0.32,0.9,1.9,57,16,15,31,0.3,0.4,3.5,3.5
553632,2023,2,24,13,56,32.11,38.311,38.196,28.87,3.94,0.22,0.49,1.1,3.1,91,11,11,22,0.6,0.6,9.8,9.8
553693,2023,2,24,15,56,8.03,38.0762,36.6375,11.11,2.74,0.12,0.25,0.9,1.2,64,15,16,31,0.3,0.5,1.4,1.5
553690,2023,2,24,16,3,0.35,36.1373,36.1448,6.38,3.78,0.23,0.32,1.3,0.8,126,11,7,18,0.9,0.8,0.7,1.4
553696,2023,2,24,16,8,23.96,37.9833,36.6405,10.46,3.02,0.14,0.25,0.8,0.9,57,16,15,31,0.4,0.3,0.8,0.9
553704,2023,2,24,16,17,25.29,36.1725,35.9927,4.03,2.74,0.21,0.25,2.3,3.6,172,7,9,16,3.1,2.3,13.2,13.8
553706,2023,2,24,16,23,47.37,37.1778,36.9912,9.55,3.2,0.2,0.19,0.7,0.9,76,19,18,37,0.2,0.3,0.8,0.9
553716,2023,2,24,16,46,43.67,38.1113,36.7208,14,2.84,0.16,0.36,1,2.2,76,14,13,27,0.5,0.5,5,5.1
553707,2023,2,24,16,52,53.12,39.1487,40.1547,16.01,3.41,0.19,0.22,1.2,1.6,70,14,7,21,0.7,0.8,2.5,2.7
553712,2023,2,24,17,1,58.54,36.2863,36.1275,7.22,2.8,0.17,0.18,1.3,0.6,114,11,9,20,1,0.6,0.4,1.2
553714,2023,2,24,17,9,45.18,36.247,36.1485,12.07,3.09,0.25,0.29,1.9,1.2,116,11,9,20,2,1.5,1.5,2.9
553715,2023,2,24,17,19,58.1,38.8438,37.3673,5.96,4.77,0.22,0.38,0.6,0.3,83,16,14,30,0.3,0.2,0.1,0.3
553720,2023,2,24,17,25,21.75,37.286,37.0782,12.69,3.3,0.29,0.15,1,0.3,51,17,12,29,0.5,0.5,0.1,0.7
553731,2023,2,24,17,34,19.97,37.8708,36.6542,15.51,2.81,0.25,0.24,0.8,1,110,11,13,24,0.4,0.3,1,1.2
555269,2023,2,24,17,40,34.32,37.9342,36.2917,10.49,2.85,0.13,0.24,0.8,0.9,65,17,19,36,0.4,0.3,0.8,0.9
553727,2023,2,24,17,43,8.22,38.0255,37.544,12.25,3.27,0.17,0.31,1.2,1,89,18,15,33,1,0.4,1.1,1.5
553741,2023,2,24,18,8,38.11,38.2182,38.1148,10.91,3.13,0.25,0.2,1.4,1.2,127,13,9,22,1,1,1.5,2
553744,2023,2,24,18,14,13.39,38.8312,37.3797,9.75,3.27,0.24,0.16,0.4,0.6,82,10,10,20,0.1,0.1,0.3,0.4
553758,2023,2,24,18,21,3.07,37.5615,37.2213,9.62,2.59,0.14,0.24,1.8,2.6,80,7,15,22,1,2.1,6.7,7.1
553760,2023,2,24,18,37,51.18,38.8297,37.36,7.94,3.66,0.18,0.3,1,0.6,80,14,8,22,0.7,0.3,0.3,0.8
553763,2023,2,24,18,51,34.09,38.0522,37.546,10.59,3.31,0.19,0.28,1.1,1.7,89,15,15,30,0.5,0.6,3,3.1
553776,2023,2,24,19,18,13.18,36.2273,36.0958,19.05,3.43,0.22,0.33,1.8,0.9,132,12,9,21,2.7,0.5,0.9,2.9
553778,2023,2,24,19,27,13.6,38.0718,36.6285,9.35,2.63,0.17,0.21,0.6,1,60,15,16,31,0.2,0.2,0.9,1
553792,2023,2,24,19,48,19.48,38.2238,37.7145,35.48,2.86,0.2,0.2,1.3,1.3,110,9,7,16,0.8,0.9,1.7,2.1
553793,2023,2,24,19,50,18.2,38.1295,37.7718,9.52,3.22,0.16,0.32,1.3,1.3,94,16,12,28,0.7,1,1.8,2.2
